Problem,Kind,Instance,Solver,Status,Time,Objective,Score,Score Incomplete,Score Area
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,cplex-free,S,1200000,8619,15.5,19,327651.86304712924
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,crusher-free,S,1200000,8276,9,9,324439.15831321507
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,gecode-fd,S,1200000,1151,4.5,4.5,775448.5721108429
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,gecode___scheduling_portfolio__experimental_-free,S,1200000,1151,4.5,4.5,775709.0308334208
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,gurobi_12-free,SC,157438,8619,21.88220005310307,19,45263.945497008506
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,highs-free,S,1200000,8619,15.5,19,320909.5756796473
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,huub-free,SC,161133,8619,21.844577927640692,19,48770.88367271964
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,huub__difference_logic_-free,SC,167635,8619,21.789792938409697,19,50725.33457541723
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,jacop-free,S,1200000,1144,3,3,781193.7230502781
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,nucs-fd,S,1200000,1016,1.5,1.5,782134.9174976384
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,or-tools_cp-sat-free,SC,11575,8619,24.66342488019585,19,4855.551695182114
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,or-tools_cp-sat-ls-free,S,1200000,8619,15.5,19,303249.21719848854
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,picatsat-free,SC,244238,8619,21.224309718879624,19,68136.1783614989
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,pumpkin-free,SC,132234,8619,22.13971825305026,19,34510.669544452605
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,qiuqi-mixsolver-free,S,1200000,8619,15.5,19,305604.62322871835
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,sabori_csp-free,S,1200000,8602,10,10,305726.50131206046
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,scip-free,S,1200000,7631,7,7,431498.31030229875
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,sicstus_prolog-free,S,1200000,1159,6,6,773479.5771753963
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,thornbill-free,S,1200000,1016,1.5,1.5,779857.885352157
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,yuck-free,S,1200000,8618,11.5,11.5,306594.2539886638
filters,MIN,ar_4_2,atlantis-free,S,1200000,72,2,2,709369.0060240964
filters,MIN,ar_4_2,cbc-free,UNK,1200000, ,0,0,1200000
filters,MIN,ar_4_2,choco-solver__cp_-free,SC,5395,18,16.710390981187466,15.5,5083.120481927712
filters,MIN,ar_4_2,choco-solver__cp_lcg_-free,SC,250800,18,12.517341553403847,15.5,65796.03313253012
filters,MIN,ar_4_2,chuffed-free,SC,1887,18,20.72456041164736,15.5,1712.2801204819277
filters,MIN,ar_4_2,cp_optimizer-free,SC,1600,18,20.72456041164736,15.5,1594.9186746987953
filters,MIN,ar_4_2,cplex-free,S,1200000,18,8,15.5,301354.2530120482
filters,MIN,ar_4_2,crusher-free,S,1200000,18,8,15.5,301097.2560240964
filters,MIN,ar_4_2,gecode-fd,SC,1362,18,20.72456041164736,15.5,1362
filters,MIN,ar_4_2,gecode___scheduling_portfolio__experimental_-free,SC,1999,18,20.72456041164736,15.5,1978.9066265060242
filters,MIN,ar_4_2,gurobi_12-free,SC,380820,18,12.199407013712399,15.5,96508.35240963855
filters,MIN,ar_4_2,highs-free,S,1200000,18,8,15.5,301822.7680722892
filters,MIN,ar_4_2,huub-free,SC,1843,18,20.72456041164736,15.5,1545.262048192771
filters,MIN,ar_4_2,huub__difference_logic_-free,SC,1888,18,20.72456041164736,15.5,1511.5060240963855
filters,MIN,ar_4_2,jacop-free,SC,7562,18,16.048325761567337,15.5,3638.132530120482
filters,MIN,ar_4_2,nucs-fd,UNK,1200000, ,0,0,1200000
filters,MIN,ar_4_2,or-tools_cp-sat-free,SC,2713,18,18.893612523407583,15.5,2099.930722891567
filters,MIN,ar_4_2,or-tools_cp-sat-ls-free,S,1200000,18,8,15.5,301761.75
filters,MIN,ar_4_2,picatsat-free,SC,1951,18,20.72456041164736,15.5,1591.7078313253012
filters,MIN,ar_4_2,pumpkin-free,SC,6650,18,16.341068640924984,15.5,2805.6024096385545
filters,MIN,ar_4_2,qiuqi-mixsolver-free,S,1200000,18,8,15.5,303411.75
filters,MIN,ar_4_2,sabori_csp-free,SC,1542,18,20.72456041164736,15.5,1527.5240963855424
filters,MIN,ar_4_2,scip-free,SC,1026477,18,11.493370232617522,15.5,258432.57228915664
filters,MIN,ar_4_2,sicstus_prolog-free,S,1200000,34,3.5,3.5,416777.8614457832
filters,MIN,ar_4_2,thornbill-free,S,1200000,34,3.5,3.5,417533.4608433735
filters,MIN,ar_4_2,yuck-free,S,1200000,19,5,5,312255.4126506024
filters,MIN,dct_3_3,atlantis-free,S,1200000,78,2,2,746752.396551724
filters,MIN,dct_3_3,cbc-free,UNK,1200000, ,0,0,1200000
filters,MIN,dct_3_3,choco-solver__cp_-free,SC,6080,14,24.760966264382574,16,5819.479885057472
filters,MIN,dct_3_3,choco-solver__cp_lcg_-free,S,1200000,14,13,16,303490.5833333333
filters,MIN,dct_3_3,chuffed-free,S,1200000,14,13,16,301280.7959770115
filters,MIN,dct_3_3,cp_optimizer-free,SC,53266,14,23.226685457417044,16,14616.793103448275
filters,MIN,dct_3_3,cplex-free,S,1200000,14,13,16,302609.1005747126
filters,MIN,dct_3_3,crusher-free,S,1200000,14,13,16,301036.5201149425
filters,MIN,dct_3_3,gecode-fd,S,1200000,14,13,16,300858.75
filters,MIN,dct_3_3,gecode___scheduling_portfolio__experimental_-free,S,1200000,14,13,16,301464
filters,MIN,dct_3_3,gurobi_12-free,S,1200000,14,13,16,301667.8477011494
filters,MIN,dct_3_3,highs-free,S,1200000,14,13,16,311701.5804597701
filters,MIN,dct_3_3,huub-free,SC,314946,14,21.342547479855707,16,80042.1724137931
filters,MIN,dct_3_3,huub__difference_logic_-free,SC,225243,14,21.694524651673845,16,57448.85632183908
filters,MIN,dct_3_3,jacop-free,S,1200000,34,5,5,440097.4971264368
filters,MIN,dct_3_3,nucs-fd,UNK,1200000, ,0,0,1200000
filters,MIN,dct_3_3,or-tools_cp-sat-free,SC,70041,14,22.951096865163898,16,19044
filters,MIN,dct_3_3,or-tools_cp-sat-ls-free,S,1200000,14,13,16,301326.4425287356
filters,MIN,dct_3_3,picatsat-free,SC,433731,14,21.024179281506928,16,114796.6091954023
filters,MIN,dct_3_3,pumpkin-free,S,1200000,14,13,16,301265.3936781609
filters,MIN,dct_3_3,qiuqi-mixsolver-free,S,1200000,14,13,16,303497.25
filters,MIN,dct_3_3,sabori_csp-free,S,1200000,14,13,16,300985.566091954
filters,MIN,dct_3_3,scip-free,S,1200000,14,13,16,303321.8045977012
filters,MIN,dct_3_3,sicstus_prolog-free,S,1200000,35,4,4,446010.2155172414
filters,MIN,dct_3_3,thornbill-free,S,1200000,38,3,3,467045.4655172414
filters,MIN,dct_3_3,yuck-free,S,1200000,18,6,6,332826.4712643678
filters,MIN,dct_4_3,atlantis-free,S,1200000,83,2,2,791716.525862069
filters,MIN,dct_4_3,cbc-free,UNK,1200000, ,0,0,1200000
filters,MIN,dct_4_3,choco-solver__cp_-free,SC,5438,14,24.74166023435626,15.5,4979.235632183908
filters,MIN,dct_4_3,choco-solver__cp_lcg_-free,S,1200000,14,12,15.5,303465.4051724138
filters,MIN,dct_4_3,chuffed-free,S,1200000,14,12,15.5,301377.4971264368
filters,MIN,dct_4_3,cp_optimizer-free,SC,160340,14,21.547409543820166,15.5,41370.16091954023
filters,MIN,dct_4_3,cplex-free,S,1200000,14,12,15.5,302421.3908045977
filters,MIN,dct_4_3,crusher-free,S,1200000,14,12,15.5,301254.6120689655
filters,MIN,dct_4_3,gecode-fd,S,1200000,14,12,15.5,301003.5
filters,MIN,dct_4_3,gecode___scheduling_portfolio__experimental_-free,S,1200000,14,12,15.5,301584.75
filters,MIN,dct_4_3,gurobi_12-free,S,1200000,14,12,15.5,301634.2068965517
filters,MIN,dct_4_3,highs-free,S,1200000,14,12,15.5,315464.5028735632
filters,MIN,dct_4_3,huub-free,SC,284471,14,20.801775381983674,15.5,72384.8275862069
filters,MIN,dct_4_3,huub__difference_logic_-free,SC,260062,14,20.913872748716546,15.5,66327.41666666667
filters,MIN,dct_4_3,jacop-free,SC,35823,14,23.351331675338105,15.5,15205.6091954023
filters,MIN,dct_4_3,nucs-fd,UNK,1200000, ,0,0,1200000
filters,MIN,dct_4_3,or-tools_cp-sat-free,SC,85096,14,22.36071908255263,15.5,22861.01724137931
filters,MIN,dct_4_3,or-tools_cp-sat-ls-free,S,1200000,14,12,15.5,301320.0459770115
filters,MIN,dct_4_3,picatsat-free,SC,437225,14,20.283231333232614,15.5,115581.89655172413
filters,MIN,dct_4_3,pumpkin-free,S,1200000,14,12,15.5,301258.5
filters,MIN,dct_4_3,qiuqi-mixsolver-free,S,1200000,14,12,15.5,303347.25
filters,MIN,dct_4_3,sabori_csp-free,S,1200000,14,12,15.5,301115.5890804598
filters,MIN,dct_4_3,scip-free,S,1200000,14,12,15.5,303423.8017241379
filters,MIN,dct_4_3,sicstus_prolog-free,S,1200000,35,4,4,445874.7844827586
filters,MIN,dct_4_3,thornbill-free,S,1200000,38,3,3,467057.9109195402
filters,MIN,dct_4_3,yuck-free,S,1200000,17,5,5,331843.1063218391
filters,MIN,ewf_1_3,atlantis-free,S,1200000,78,1,1,730975.8630136986
filters,MIN,ewf_1_3,cbc-free,S,1200000,29,2.5,2.5,309791.04452054796
filters,MIN,ewf_1_3,choco-solver__cp_-free,SC,5074,28,18.096783520778494,14.5,5047
filters,MIN,ewf_1_3,choco-solver__cp_lcg_-free,SC,592707,28,15.033613682794789,14.5,151326.75
filters,MIN,ewf_1_3,chuffed-free,SC,1991,28,21.548313659359188,14.5,1637
filters,MIN,ewf_1_3,cp_optimizer-free,SC,1599,28,21.548313659359188,14.5,1558.5205479452054
filters,MIN,ewf_1_3,cplex-free,S,1200000,28,9,14.5,301356.25
filters,MIN,ewf_1_3,crusher-free,S,1200000,29,2.5,2.5,309354.4623287671
filters,MIN,ewf_1_3,gecode-fd,S,1200000,28,9,14.5,301101
filters,MIN,ewf_1_3,gecode___scheduling_portfolio__experimental_-free,S,1200000,28,9,14.5,301407.75
filters,MIN,ewf_1_3,gurobi_12-free,S,1200000,28,9,14.5,301411.2020547945
filters,MIN,ewf_1_3,highs-free,S,1200000,28,9,14.5,301850.25
filters,MIN,ewf_1_3,huub-free,SC,1658,28,21.548313659359188,14.5,1435.25
filters,MIN,ewf_1_3,huub__difference_logic_-free,SC,1626,28,21.548313659359188,14.5,1374
filters,MIN,ewf_1_3,jacop-free,SC,2226,28,19.977585377585378,14.5,2199
filters,MIN,ewf_1_3,nucs-fd,ERR, , ,0,0,1200000
filters,MIN,ewf_1_3,or-tools_cp-sat-free,SC,1759,28,21.548313659359188,14.5,1759
filters,MIN,ewf_1_3,or-tools_cp-sat-ls-free,S,1200000,28,9,14.5,301493.33219178085
filters,MIN,ewf_1_3,picatsat-free,SC,4018,28,18.510748908064343,14.5,2057.02397260274
filters,MIN,ewf_1_3,pumpkin-free,SC,3561,28,19.09138655462185,14.5,2035.2602739726026
filters,MIN,ewf_1_3,qiuqi-mixsolver-free,S,1200000,28,9,14.5,302837.9246575342
filters,MIN,ewf_1_3,sabori_csp-free,SC,1486,28,21.548313659359188,14.5,1476.7636986301372
filters,MIN,ewf_1_3,scip-free,S,1200000,28,9,14.5,302012.30479452055
filters,MIN,ewf_1_3,sicstus_prolog-free,S,1200000,28,9,14.5,301337.25
filters,MIN,ewf_1_3,thornbill-free,S,1200000,28,9,14.5,300951
filters,MIN,ewf_1_3,yuck-free,S,1200000,28,9,14.5,305078.6404109589
filters,MIN,fir_4_2,atlantis-free,ERR, , ,0,0,1200000
filters,MIN,fir_4_2,cbc-free,SC,2831,11,13.547619047619051,13.5,2822
filters,MIN,fir_4_2,choco-solver__cp_-free,SC,4040,11,10.688888888888888,13.5,3935.8666666666663
filters,MIN,fir_4_2,choco-solver__cp_lcg_-free,SC,5425,11,9.920634920634921,13.5,5356.288888888889
filters,MIN,fir_4_2,chuffed-free,SC,1405,11,16.8,13.5,1375.4277777777777
filters,MIN,fir_4_2,cp_optimizer-free,SC,1517,11,16.8,13.5,1514.1277777777777
filters,MIN,fir_4_2,cplex-free,SC,1744,11,16.8,13.5,1728.2888888888888
filters,MIN,fir_4_2,crusher-free,S,1200000,11,3.5,13.5,301190.0722222222
filters,MIN,fir_4_2,gecode-fd,SC,1131,11,16.8,13.5,1131
filters,MIN,fir_4_2,gecode___scheduling_portfolio__experimental_-free,SC,1812,11,16.8,13.5,1811.25
filters,MIN,fir_4_2,gurobi_12-free,SC,1755,11,16.8,13.5,1731.8777777777777
filters,MIN,fir_4_2,highs-free,SC,2264,11,13.547619047619051,13.5,2262.5
filters,MIN,fir_4_2,huub-free,SC,1455,11,16.8,13.5,1455
filters,MIN,fir_4_2,huub__difference_logic_-free,SC,1455,11,16.8,13.5,1455
filters,MIN,fir_4_2,jacop-free,SC,2615,11,13.547619047619051,13.5,2544.7944444444447
filters,MIN,fir_4_2,nucs-fd,UNK,1200000, ,0,0,1200000
filters,MIN,fir_4_2,or-tools_cp-sat-free,SC,1764,11,16.8,13.5,1763.2555555555555
filters,MIN,fir_4_2,or-tools_cp-sat-ls-free,S,1200000,11,3.5,13.5,301578.85
filters,MIN,fir_4_2,picatsat-free,SC,1710,11,16.8,13.5,1638.0555555555554
filters,MIN,fir_4_2,pumpkin-free,SC,1548,11,16.8,13.5,1546.5111111111112
filters,MIN,fir_4_2,qiuqi-mixsolver-free,S,1200000,11,3.5,13.5,303484.5
filters,MIN,fir_4_2,sabori_csp-free,SC,1421,11,16.8,13.5,1416.9611111111112
filters,MIN,fir_4_2,scip-free,SC,2461,11,13.547619047619051,13.5,2115.811111111111
filters,MIN,fir_4_2,sicstus_prolog-free,SC,1795,11,16.8,13.5,1697.988888888889
filters,MIN,fir_4_2,thornbill-free,SC,1269,11,16.8,13.5,1261.377777777778
filters,MIN,fir_4_2,yuck-free,S,1200000,11,3.5,13.5,305604.13333333336
gbac,MIN,UD1-gbac,atlantis-free,S,1200000,8450,17,17,480467.03070210916
gbac,MIN,UD1-gbac,cbc-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,choco-solver__cp_-free,S,1200000,2531,18,18,377613.3299781602
gbac,MIN,UD1-gbac,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,chuffed-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,cp_optimizer-free,S,1200000,927,24,24,309759.4917999636
gbac,MIN,UD1-gbac,cplex-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,crusher-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,gecode-fd,S,1200000,45420,10,10,844057.7791804008
gbac,MIN,UD1-gbac,gecode___scheduling_portfolio__experimental_-free,S,1200000,46343,9,9,860750.960617581
gbac,MIN,UD1-gbac,gurobi_12-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,highs-free,S,1200000,1757,21,21,480846.9196426766
gbac,MIN,UD1-gbac,huub-free,S,1200000,26546,14,14,619442.6852894784
gbac,MIN,UD1-gbac,huub__difference_logic_-free,S,1200000,10450,16,16,467370.6353006006
gbac,MIN,UD1-gbac,jacop-free,S,1200000,48643,7,7,885876.9446927262
gbac,MIN,UD1-gbac,nucs-fd,S,1200000,46792,8,8,862610.4657236456
gbac,MIN,UD1-gbac,or-tools_cp-sat-free,S,1200000,1567,22,22,318676.0603627834
gbac,MIN,UD1-gbac,or-tools_cp-sat-ls-free,S,1200000,2031,20,20,448609.5833956846
gbac,MIN,UD1-gbac,picatsat-free,S,1200000,22374,15,15,567122.2761167621
gbac,MIN,UD1-gbac,pumpkin-free,S,1200000,27650,13,13,653672.3886220703
gbac,MIN,UD1-gbac,qiuqi-mixsolver-free,S,1200000,2076,19,19,584114.7525429213
gbac,MIN,UD1-gbac,sabori_csp-free,S,1200000,1395,23,23,337854.9034650462
gbac,MIN,UD1-gbac,scip-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD1-gbac,sicstus_prolog-free,S,1200000,45218,11,11,843191.2736800064
gbac,MIN,UD1-gbac,thornbill-free,S,1200000,35110,12,12,721265.5543871712
gbac,MIN,UD1-gbac,yuck-free,S,1200000,621,25,25,307312.4911730804
gbac,MIN,UD6-gbac,atlantis-free,S,1200000,948,12,12,402042.4757348386
gbac,MIN,UD6-gbac,cbc-free,S,1200000,506,13,13,858670.0291526124
gbac,MIN,UD6-gbac,choco-solver__cp_-free,S,1200000,86,18,18,308142.92527707026
gbac,MIN,UD6-gbac,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
gbac,MIN,UD6-gbac,chuffed-free,S,1200000,9847,5,5,706466.2103496937
gbac,MIN,UD6-gbac,cp_optimizer-free,S,1200000,51,21,21,301345.24547394505
gbac,MIN,UD6-gbac,cplex-free,SC,55032,50,24.413400694019188,23.5,17622.468076684792
gbac,MIN,UD6-gbac,crusher-free,S,1200000,1030,11,11,346271.0773731672
gbac,MIN,UD6-gbac,gecode-fd,S,1200000,9846,7,7,705217.0287567978
gbac,MIN,UD6-gbac,gecode___scheduling_portfolio__experimental_-free,S,1200000,9847,5,5,707633.3952639912
gbac,MIN,UD6-gbac,gurobi_12-free,SC,87041,50,24.10485641119444,23.5,24056.14982446479
gbac,MIN,UD6-gbac,highs-free,ERR, , ,0,0,1200000
gbac,MIN,UD6-gbac,huub-free,S,1200000,2281,9,9,424711.4140565843
gbac,MIN,UD6-gbac,huub__difference_logic_-free,S,1200000,1882,10,10,405863.72936600813
gbac,MIN,UD6-gbac,jacop-free,S,1200000,12984,2,2,835167.926963585
gbac,MIN,UD6-gbac,nucs-fd,S,1200000,9847,5,5,710714.0746885111
gbac,MIN,UD6-gbac,or-tools_cp-sat-free,S,1200000,59,20,20,303521.9225579955
gbac,MIN,UD6-gbac,or-tools_cp-sat-ls-free,S,1200000,85,19,19,303800.2781888897
gbac,MIN,UD6-gbac,picatsat-free,SC,221939,50,23.481742894786372,23.5,67760.2981000895
gbac,MIN,UD6-gbac,pumpkin-free,S,1200000,123,16,16,312218.8795690783
gbac,MIN,UD6-gbac,qiuqi-mixsolver-free,S,1200000,50,22,23.5,310846.7784986577
gbac,MIN,UD6-gbac,sabori_csp-free,S,1200000,177,15,15,307261.66097611346
gbac,MIN,UD6-gbac,scip-free,S,1200000,89,17,17,363686.14800027537
gbac,MIN,UD6-gbac,sicstus_prolog-free,S,1200000,9746,8,8,703165.5906587732
gbac,MIN,UD6-gbac,thornbill-free,S,1200000,10078,3,3,718793.1002787913
gbac,MIN,UD6-gbac,yuck-free,S,1200000,233,14,14,314638.3875542094
gbac,MIN,csplib12-gbac,atlantis-free,S,1200000,10,9,9,308669.3182701652
gbac,MIN,csplib12-gbac,cbc-free,SC,3492,0,19.095891412837723,17.5,3462
gbac,MIN,csplib12-gbac,choco-solver__cp_-free,SC,146168,0,10.685164276515676,17.5,43555.42759961127
gbac,MIN,csplib12-gbac,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
gbac,MIN,csplib12-gbac,chuffed-free,SC,42013,0,12.208843039966244,17.5,21497.92905733722
gbac,MIN,csplib12-gbac,cp_optimizer-free,SC,1485,0,22.161957781974397,17.5,1485
gbac,MIN,csplib12-gbac,cplex-free,SC,2018,0,20.323571623571624,17.5,1986.5
gbac,MIN,csplib12-gbac,crusher-free,ERR, , ,0,0,1200000
gbac,MIN,csplib12-gbac,gecode-fd,S,1200000,1906,5,5,870554.6392128279
gbac,MIN,csplib12-gbac,gecode___scheduling_portfolio__experimental_-free,S,1200000,1906,5,5,859001.4535957241
gbac,MIN,csplib12-gbac,gurobi_12-free,SC,2074,0,20.323571623571624,17.5,1950.1870748299318
gbac,MIN,csplib12-gbac,highs-free,SC,5057,0,17.494958220007746,17.5,5026.25
gbac,MIN,csplib12-gbac,huub-free,SC,12653,0,14.919212265224727,17.5,6213.150145772595
gbac,MIN,csplib12-gbac,huub__difference_logic_-free,SC,7045,0,16.460453830655066,17.5,3986.299562682215
gbac,MIN,csplib12-gbac,jacop-free,S,1200000,1904,7,7,863764.909378037
gbac,MIN,csplib12-gbac,nucs-fd,S,1200000,2010,2.5,2.5,894865.4329446064
gbac,MIN,csplib12-gbac,or-tools_cp-sat-free,SC,2454,0,20.323571623571624,17.5,2042.2910592808553
gbac,MIN,csplib12-gbac,or-tools_cp-sat-ls-free,SC,10931,0,15.419923214040859,17.5,4856.065597667639
gbac,MIN,csplib12-gbac,picatsat-free,SC,3789,0,19.095891412837727,17.5,2264.513848396501
gbac,MIN,csplib12-gbac,pumpkin-free,SC,2389,0,20.323571623571624,17.5,1926.142128279883
gbac,MIN,csplib12-gbac,qiuqi-mixsolver-free,S,1200000,58,8,8,319916.43731778424
gbac,MIN,csplib12-gbac,sabori_csp-free,SC,2319,0,20.323571623571624,17.5,1765.9667152575314
gbac,MIN,csplib12-gbac,scip-free,SC,10503,0,15.419923214040859,17.5,6045.0150631681245
gbac,MIN,csplib12-gbac,sicstus_prolog-free,S,1200000,1906,5,5,866666.5872206024
gbac,MIN,csplib12-gbac,thornbill-free,S,1200000,2010,2.5,2.5,895051.5430029155
gbac,MIN,csplib12-gbac,yuck-free,SC,10197,0,15.419923214040859,17.5,7042.294703595724
gbac,MIN,reduced_UD1-gbac,atlantis-free,S,1200000,3319,10,10,338522.86183589534
gbac,MIN,reduced_UD1-gbac,cbc-free,S,1200000,1770,14,14,467417.669464671
gbac,MIN,reduced_UD1-gbac,choco-solver__cp_-free,S,1200000,1550,22.5,22.5,304650.97813848435
gbac,MIN,reduced_UD1-gbac,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
gbac,MIN,reduced_UD1-gbac,chuffed-free,S,1200000,7682,7,7,442346.27582254575
gbac,MIN,reduced_UD1-gbac,cp_optimizer-free,S,1200000,1550,22.5,22.5,301546.30939859763
gbac,MIN,reduced_UD1-gbac,cplex-free,S,1200000,1548,24,24.5,313733.82305151026
gbac,MIN,reduced_UD1-gbac,crusher-free,ERR, , ,0,0,1200000
gbac,MIN,reduced_UD1-gbac,gecode-fd,S,1200000,28477,5,5,847532.1399676375
gbac,MIN,reduced_UD1-gbac,gecode___scheduling_portfolio__experimental_-free,S,1200000,28528,4,4,849560.8674319038
gbac,MIN,reduced_UD1-gbac,gurobi_12-free,SC,60352,1548,25,24.5,19494.003185679612
gbac,MIN,reduced_UD1-gbac,highs-free,S,1200000,1599,20,20,328028.3771912082
gbac,MIN,reduced_UD1-gbac,huub-free,S,1200000,5575,9,9,398351.76495078206
gbac,MIN,reduced_UD1-gbac,huub__difference_logic_-free,S,1200000,2905,11,11,356684.0890641855
gbac,MIN,reduced_UD1-gbac,jacop-free,S,1200000,30351,2,2,883918.3695219795
gbac,MIN,reduced_UD1-gbac,nucs-fd,S,1200000,28755,3,3,853965.9993932039
gbac,MIN,reduced_UD1-gbac,or-tools_cp-sat-free,S,1200000,1601,19,19,307861.44896170445
gbac,MIN,reduced_UD1-gbac,or-tools_cp-sat-ls-free,S,1200000,1623,17,17,538281.8003977885
gbac,MIN,reduced_UD1-gbac,picatsat-free,S,1200000,1819,13,13,335403.9242684736
